Emotions,Path
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-01-02-01-06.wav
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-01-02-02-06.wav
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-02-01-01-06.wav
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-02-01-02-06.wav
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-02-02-01-06.wav
happy,./input/ravdess-emotional-speech-audio/Actor_06/03-01-03-02-02-02-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-01-01-01-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-01-01-02-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-01-02-01-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-01-02-02-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-02-01-01-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-02-01-02-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-02-02-01-06.wav
sad,./input/ravdess-emotional-speech-audio/Actor_06/03-01-04-02-02-02-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-01-01-01-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-01-01-02-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-01-02-01-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-01-02-02-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-02-01-01-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-02-01-02-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-02-02-01-06.wav
angry,./input/ravdess-emotional-speech-audio/Actor_06/03-01-05-02-02-02-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-01-01-01-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-01-01-02-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-01-02-01-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-01-02-02-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-02-01-01-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-02-01-02-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-02-02-01-06.wav
fear,./input/ravdess-emotional-speech-audio/Actor_06/03-01-06-02-02-02-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-01-01-01-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-01-01-02-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-01-02-01-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-01-02-02-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-02-01-01-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-02-01-02-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-02-02-01-06.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_06/03-01-07-02-02-02-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-01-01-01-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-01-01-02-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-01-02-01-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-01-02-02-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-02-01-01-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-02-01-02-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-02-02-01-06.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_06/03-01-08-02-02-02-06.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-01-01-01-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-01-01-01-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-01-01-02-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-01-01-02-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-01-01-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-01-01-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-01-02-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-01-02-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-02-01-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-02-01-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-02-02-01-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_07/03-01-02-02-02-02-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-01-01-01-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-01-01-02-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-01-02-01-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-01-02-02-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-02-01-01-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-02-01-02-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-02-02-01-07.wav
happy,./input/ravdess-emotional-speech-audio/Actor_07/03-01-03-02-02-02-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-01-01-01-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-01-01-02-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-01-02-01-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-01-02-02-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-02-01-01-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-02-01-02-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-02-02-01-07.wav
sad,./input/ravdess-emotional-speech-audio/Actor_07/03-01-04-02-02-02-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-01-01-01-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-01-01-02-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-01-02-01-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-01-02-02-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-02-01-01-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-02-01-02-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-02-02-01-07.wav
angry,./input/ravdess-emotional-speech-audio/Actor_07/03-01-05-02-02-02-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-01-01-01-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-01-01-02-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-01-02-01-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-01-02-02-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-02-01-01-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-02-01-02-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-02-02-01-07.wav
fear,./input/ravdess-emotional-speech-audio/Actor_07/03-01-06-02-02-02-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-01-01-01-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-01-01-02-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-01-02-01-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-01-02-02-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-02-01-01-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-02-01-02-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-02-02-01-07.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_07/03-01-07-02-02-02-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-01-01-01-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-01-01-02-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-01-02-01-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-01-02-02-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-01-01-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-01-02-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-02-01-07.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_07/03-01-08-02-02-02-07.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-01-01-01-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-01-01-01-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-01-01-02-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-01-01-02-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-01-01-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-01-01-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-01-02-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-01-02-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-02-01-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-02-01-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-02-02-01-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_08/03-01-02-02-02-02-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-01-01-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-01-02-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-02-01-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-01-02-02-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-01-01-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-01-02-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-02-01-08.wav
happy,./input/ravdess-emotional-speech-audio/Actor_08/03-01-03-02-02-02-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-01-01-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-01-02-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-02-01-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-01-02-02-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-01-01-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-01-02-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-02-01-08.wav
sad,./input/ravdess-emotional-speech-audio/Actor_08/03-01-04-02-02-02-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-01-01-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-01-02-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-02-01-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-01-02-02-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-01-01-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-01-02-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-02-01-08.wav
angry,./input/ravdess-emotional-speech-audio/Actor_08/03-01-05-02-02-02-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-01-01-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-01-02-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-02-01-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-01-02-02-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-01-01-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-01-02-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-02-01-08.wav
fear,./input/ravdess-emotional-speech-audio/Actor_08/03-01-06-02-02-02-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-01-01-01-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-01-01-02-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-01-02-01-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-01-02-02-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-02-01-01-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-02-01-02-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-02-02-01-08.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_08/03-01-07-02-02-02-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-01-01-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-01-02-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-02-01-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-01-02-02-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-01-01-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-01-02-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-02-01-08.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_08/03-01-08-02-02-02-08.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-01-01-01-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-01-01-01-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-01-01-02-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-01-01-02-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-01-01-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-01-01-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-01-02-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-01-02-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-02-01-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-02-01-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-02-02-01-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_09/03-01-02-02-02-02-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-01-01-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-01-02-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-02-01-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-01-02-02-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-01-01-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-01-02-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-02-01-09.wav
happy,./input/ravdess-emotional-speech-audio/Actor_09/03-01-03-02-02-02-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-01-01-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-01-02-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-02-01-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-01-02-02-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-01-01-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-01-02-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-02-01-09.wav
sad,./input/ravdess-emotional-speech-audio/Actor_09/03-01-04-02-02-02-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-01-01-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-01-02-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-02-01-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-01-02-02-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-01-01-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-01-02-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-02-01-09.wav
angry,./input/ravdess-emotional-speech-audio/Actor_09/03-01-05-02-02-02-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-01-01-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-01-02-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-02-01-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-01-02-02-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-01-01-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-01-02-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-02-01-09.wav
fear,./input/ravdess-emotional-speech-audio/Actor_09/03-01-06-02-02-02-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-01-01-01-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-01-01-02-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-01-02-01-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-01-02-02-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-02-01-01-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-02-01-02-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-02-02-01-09.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_09/03-01-07-02-02-02-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-01-01-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-01-02-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-02-01-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-01-02-02-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-01-01-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-01-02-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-02-01-09.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_09/03-01-08-02-02-02-09.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-01-01-01-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-01-01-01-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-01-01-02-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-01-01-02-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-01-01-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-01-01-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-01-02-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-01-02-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-02-01-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-02-01-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-02-02-01-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_10/03-01-02-02-02-02-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-01-01-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-01-02-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-02-01-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-01-02-02-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-01-01-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-01-02-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-02-01-10.wav
happy,./input/ravdess-emotional-speech-audio/Actor_10/03-01-03-02-02-02-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-01-01-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-01-02-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-02-01-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-01-02-02-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-01-01-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-01-02-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-02-01-10.wav
sad,./input/ravdess-emotional-speech-audio/Actor_10/03-01-04-02-02-02-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-01-01-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-01-02-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-02-01-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-01-02-02-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-01-01-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-01-02-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-02-01-10.wav
angry,./input/ravdess-emotional-speech-audio/Actor_10/03-01-05-02-02-02-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-01-01-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-01-02-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-02-01-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-01-02-02-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-01-01-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-01-02-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-02-01-10.wav
fear,./input/ravdess-emotional-speech-audio/Actor_10/03-01-06-02-02-02-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-01-01-01-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-01-01-02-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-01-02-01-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-01-02-02-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-02-01-01-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-02-01-02-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-02-02-01-10.wav
disgust,./input/ravdess-emotional-speech-audio/Actor_10/03-01-07-02-02-02-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-01-01-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-01-02-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-02-01-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-01-02-02-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-01-01-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-01-02-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-02-01-10.wav
surprise,./input/ravdess-emotional-speech-audio/Actor_10/03-01-08-02-02-02-10.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-01-01-01-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-01-01-01-02-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-01-01-02-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-01-01-02-02-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-01-01-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-01-01-02-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-01-02-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-01-02-02-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-02-01-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-02-01-02-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-02-02-01-11.wav
neutral,./input/ravdess-emotional-speech-audio/Actor_11/03-01-02-02-02-02-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-01-01-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-01-02-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-02-01-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-01-02-02-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-01-01-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-01-02-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-02-01-11.wav
happy,./input/ravdess-emotional-speech-audio/Actor_11/03-01-03-02-02-02-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-01-01-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-01-02-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-02-01-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-01-02-02-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-01-01-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-01-02-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-02-01-11.wav
sad,./input/ravdess-emotional-speech-audio/Actor_11/03-01-04-02-02-02-11.wav
